merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0192,Herfy,هرفي,food,True,"[""HERF*"", ""HERFY"", ""HERFY"", ""HERFY REST"", ""HERFY1"", ""SP*HERFY""]",46.64,18.66,none,HUNGERSTATION,"[""JED"", ""MAD"", ""MAK""]"
M0193,Ryd Government Office,مكتب حكومي الرياض,government,True,"[""RGO"", ""RYD GOVERNMENT OFFICE"", ""RYDGOVERNMENTOFFICE"", ""RYDGOVERNMENTOFFICE1"", ""RYD_GOVERNMENT_OFFICE"", ""SP*RYDGOVER""]",96.54,57.92,none,,"[""DMM"", ""JED"", ""MAD""]"
M0194,Qassim Government Office,مكتب حكومي القصيم,government,True,"[""QASSIM GOVERNMENT OFFICE"", ""QASSIMGOVERNMENTOFFICE"", ""QASSIMGOVERNMENTOFFICE1"", ""QASSIM_GOVERNMENT_OFFICE"", ""QGO"", ""SP*QASSIMGO""]",168.78,101.27,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0195,SEC (electricity),السعودية للكهرباء,bills,True,"[""SADAD-SEC"", ""SEC (ELECTRICITY)"", ""SECELECTRICITY"", ""SEC_(ELECTRICITY)"", ""SP*SECELECT"", ""الشركة السعودية للكهرباء""]",350,150,monthly,,"[""JIZAN"", ""MAD"", ""MAK""]"
M0196,Dmm Store,متجر الدمام,shopping,True,"[""DMM STORE"", ""DMMSTORE"", ""DMMSTORE1"", ""DMMSTORE2"", ""DMM_STORE"", ""SP*DMMSTORE""]",575.48,345.29,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0197,Etihad Atheeb,اتحاد عذيب,telecom,True,"[""EA"", ""ETIH*"", ""ETIHAD ATHEEB"", ""ETIHADATHEEB"", ""ETIHAD_ATHEEB"", ""SP*ETIHADAT""]",96.97,29.09,monthly,,"[""ABHA""]"
M0198,Qassim Training Center,مركز تدريب القصيم,education,True,"[""QASSIM TRAINING CENTER"", ""QASSIMTRAININGCENTER"", ""QASSIMTRAININGCENTER1"", ""QASSIMTRAININGCENTER2"", ""QASSIM_TRAINING_CENTER"", ""QTC""]",1819.33,909.66,none,,"[""ABHA"", ""NJRAN"", ""TABUK""]"
M0199,Tabuk Shop,محل تبوك,shopping,True,"[""SP*TABUKSHO"", ""TABUK SHOP"", ""TABUKSHOP"", ""TABUKSHOP1"", ""TABUKSHOP2"", ""TABUK_SHOP""]",300.11,180.07,none,,"[""DMM"", ""MAD"", ""MAK""]"
M0200,Jed Mall,مول جدة,shopping,True,"[""JED MALL"", ""JEDMALL"", ""JEDMALL1"", ""JEDMALL2"", ""JED_MALL"", ""SP*JEDMALL""]",268.63,161.18,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0201,Jizan Clinic,عيادة جازان,health,True,"[""JIZAN CLINIC"", ""JIZANCLINIC"", ""JIZANCLINIC1"", ""JIZANCLINIC2"", ""JIZAN_CLINIC"", ""SP*JIZANCLI""]",266.71,133.35,none,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0202,Abha Tours,رحلات أبها,travel,True,"[""ABHA TOURS"", ""ABHATOURS"", ""ABHATOURS1"", ""ABHATOURS2"", ""ABHA_TOURS"", ""SP*ABHATOUR""]",931.85,465.93,none,,"[""JIZAN""]"
M0203,Sary,ساري,groceries,True,"[""SARY"", ""SARY1"", ""SARY2"", ""SARY3"", ""SARY4"", ""SP*SARY""]",93.45,46.73,none,,"[""TABUK""]"
M0204,Hail Gas Station,محطة بنزين حائل,transport,True,"[""HAIL GAS STATION"", ""HAILGASSTATION"", ""HAILGASSTATION1"", ""HAIL_GAS_STATION"", ""HGS"", ""SP*HAILGASS""]",102.6,46.17,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0205,Salloum Restaurant,مطعم سلوم,food,True,"[""SALL*"", ""SALLOUM RESTAURANT"", ""SALLOUMRESTAURANT"", ""SALLOUM_RESTAURANT"", ""SP*SALLOUMR"", ""SR""]",47.23,18.89,none,TOYOU,"[""KHOBAR""]"
M0206,Qassim Pharmacy,صيدلية القصيم,health,True,"[""QASSIM PHARMACY"", ""QASSIMPHARMACY"", ""QASSIMPHARMACY1"", ""QASSIM_PHARMACY"", ""QP"", ""SP*QASSIMPH""]",72.8,36.4,none,,"[""RYD""]"
M0207,Yanbu Medical Center,مركز طبي ينبع,health,True,"[""SP*YANBUMED"", ""YANBU MEDICAL CENTER"", ""YANBUMEDICALCENTER"", ""YANBUMEDICALCENTER1"", ""YANBU_MEDICAL_CENTER"", ""YMC""]",269.91,134.96,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0208,PlayStation Store,بلايستيشن ستور,entertainment,True,"[""PLAY*"", ""PLAYSTATION STORE"", ""PLAYSTATIONSTORE"", ""PLAYSTATION_STORE"", ""PS"", ""SP*PLAYSTAT""]",44.6,13.38,monthly,,"[""NJRAN""]"
M0209,Yanbu Travel Agency,وكالة سفريات ينبع,travel,True,"[""SP*YANBUTRA"", ""YANBU TRAVEL AGENCY"", ""YANBUTRAVELAGENCY"", ""YANBUTRAVELAGENCY1"", ""YANBU_TRAVEL_AGENCY"", ""YTA""]",726.28,363.14,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0210,Zara,زارا,shopping,True,"[""SP*ZARA"", ""ZARA"", ""ZARA1"", ""ZARA2"", ""ZARA3"", ""ZARA4""]",363.79,218.27,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0211,Hail Cafe,مقهى حائل,food,True,"[""HAIL CAFE"", ""HAILCAFE"", ""HAILCAFE1"", ""HAILCAFE2"", ""HAIL_CAFE"", ""SP*HAILCAFE""]",64.65,25.86,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0212,Tif Restaurant,مطعم الطائف,food,True,"[""SP*TIFRESTA"", ""TIF RESTAURANT"", ""TIFR*"", ""TIFRESTAURANT"", ""TIF_RESTAURANT"", ""TR""]",42.13,16.85,none,,"[""MAK""]"
M0213,Yanbu Parking,موقف سيارات ينبع,transport,True,"[""SP*YANBUPAR"", ""YANBU PARKING"", ""YANBUPARKING"", ""YANBUPARKING1"", ""YANBU_PARKING"", ""YP""]",55.61,25.02,none,,"[""DMM""]"
M0214,Hail Cinema,سينما حائل,entertainment,True,"[""HAIL CINEMA"", ""HAILCINEMA"", ""HAILCINEMA1"", ""HAILCINEMA2"", ""HAIL_CINEMA"", ""SP*HAILCINE""]",25.55,7.67,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0215,Dmm Academy,أكاديمية الدمام,education,True,"[""DA"", ""DMM ACADEMY"", ""DMMA*"", ""DMMACADEMY"", ""DMM_ACADEMY"", ""SP*DMMACADE""]",2233.13,1116.57,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0216,Hail Grill,مشوي حائل,food,True,"[""HAIL GRILL"", ""HAILGRILL"", ""HAILGRILL1"", ""HAIL_GRILL"", ""HG"", ""SP*HAILGRIL""]",82.76,33.1,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0217,Njran Outlet,آوتلت نجران,shopping,True,"[""NJRAN OUTLET"", ""NJRANOUTLET"", ""NJRANOUTLET1"", ""NJRAN_OUTLET"", ""NO"", ""SP*NJRANOUT""]",123.11,73.87,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0218,Jizan Government Office,مكتب حكومي جازان,government,True,"[""JIZAN GOVERNMENT OFFICE"", ""JIZANGOVERNMENTOFFICE"", ""JIZANGOVERNMENTOFFICE1"", ""JIZANGOVERNMENTOFFICE2"", ""JIZAN_GOVERNMENT_OFFICE"", ""SP*JIZANGOV""]",236.22,141.73,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0219,Jed Kitchen,مطبخ جدة,food,True,"[""JED KITCHEN"", ""JEDK*"", ""JEDKITCHEN"", ""JED_KITCHEN"", ""JK"", ""SP*JEDKITCH""]",81.35,32.54,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0220,Dmm Grill,مشوي الدمام,food,True,"[""DG"", ""DMM GRILL"", ""DMMG*"", ""DMMGRILL"", ""DMM_GRILL"", ""SP*DMMGRILL""]",45.06,18.02,none,JAHEZ,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0221,Khobar Outlet,آوتلت الخبر,shopping,True,"[""KHOBAR OUTLET"", ""KHOBAROUTLET"", ""KHOBAROUTLET1"", ""KHOBAR_OUTLET"", ""KO"", ""SP*KHOBAROU""]",522.08,313.25,none,,"[""DMM"", ""MAD"", ""RYD""]"
M0222,Jizan Tours,رحلات جازان,travel,True,"[""JIZAN TOURS"", ""JIZANTOURS"", ""JIZANTOURS1"", ""JIZANTOURS2"", ""JIZAN_TOURS"", ""SP*JIZANTOU""]",398.51,199.25,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0223,Mak Shop,محل مكة,shopping,True,"[""MAK SHOP"", ""MAKS*"", ""MAKSHOP"", ""MAKSHOP1"", ""MAK_SHOP"", ""SP*MAKSHOP""]",218.83,131.3,none,,"[""JIZAN"", ""MAD"", ""TABUK""]"
M0224,Abha Restaurant,مطعم أبها,food,True,"[""ABHA RESTAURANT"", ""ABHARESTAURANT"", ""ABHARESTAURANT1"", ""ABHARESTAURANT2"", ""ABHA_RESTAURANT"", ""SP*ABHAREST""]",75.74,30.3,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0225,Almosafer,المسافر,travel,True,"[""ALMO*"", ""ALMOSAFER"", ""ALMOSAFER1"", ""ALMOSAFER2"", ""ALMOSAFER3"", ""SP*ALMOSAFE""]",1591.57,795.78,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0226,Yanbu Grill,مشوي ينبع,food,True,"[""SP*YANBUGRI"", ""YANBU GRILL"", ""YANBUGRILL"", ""YANBUGRILL1"", ""YANBU_GRILL"", ""YG""]",67.03,26.81,none,,"[""ABHA"", ""JED"", ""RYD""]"
M0227,Hail Clinic,عيادة حائل,health,True,"[""HAIL CLINIC"", ""HAILCLINIC"", ""HAILCLINIC1"", ""HAILCLINIC2"", ""HAIL_CLINIC"", ""SP*HAILCLIN""]",70.28,35.14,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0228,Jed Cafe,مقهى جدة,food,True,"[""JC"", ""JED CAFE"", ""JEDC*"", ""JEDCAFE"", ""JED_CAFE"", ""SP*JEDCAFE""]",29.54,11.82,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0229,Ryd Services,خدمات الرياض,bills,True,"[""RYD SERVICES"", ""RYDSERVICES"", ""RYDSERVICES1"", ""RYDSERVICES2"", ""RYD_SERVICES"", ""SP*RYDSERVI""]",266.36,93.23,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0230,Amazon.sa,أمازون,shopping,True,"[""AMAZON.SA"", ""AMAZON.SA"", ""AMAZONSA"", ""AMZN"", ""AMZN MKTP"", ""SP*AMAZONSA""]",598.67,359.2,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0231,Tabuk Store,محل بقالة تبوك,groceries,True,"[""SP*TABUKSTO"", ""TABUK STORE"", ""TABUKSTORE"", ""TABUKSTORE1"", ""TABUKSTORE2"", ""TABUK_STORE""]",174.41,87.2,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0232,Abha Store,محل بقالة أبها,groceries,True,"[""ABHA STORE"", ""ABHASTORE"", ""ABHASTORE1"", ""ABHASTORE2"", ""ABHA_STORE"", ""SP*ABHASTOR""]",110.22,55.11,none,,"[""KHOBAR"", ""QASSIM""]"
M0233,Jizan Pharmacy,صيدلية جازان,health,True,"[""JIZAN PHARMACY"", ""JIZANPHARMACY"", ""JIZANPHARMACY1"", ""JIZAN_PHARMACY"", ""JP"", ""SP*JIZANPHA""]",442.6,221.3,none,,"[""DMM"", ""KHOBAR"", ""MAK""]"
M0234,Dr. Cafe,دكتور كافيه,food,True,"[""DC"", ""DR. CAFE"", ""DR._CAFE"", ""DRCA*"", ""DRCAFE"", ""SP*DRCAFE""]",76.28,30.51,none,,"[""MAD""]"
M0235,HungerStation,هنقرستيشن,food,True,"[""HS*"", ""HUNG*"", ""HUNGER STATION"", ""HUNGERSTATION"", ""HUNGERSTATION"", ""SP*HUNGERST""]",56.4,22.56,none,,"[""KHOBAR"", ""TABUK"", ""YANBU""]"
M0236,Jizan Grill,مشوي جازان,food,True,"[""JG"", ""JIZAN GRILL"", ""JIZANGRILL"", ""JIZANGRILL1"", ""JIZAN_GRILL"", ""SP*JIZANGRI""]",50.18,20.07,none,,"[""MAD""]"
M0237,Jed Charity,جمعية خيرية جدة,charity,True,"[""JED CHARITY"", ""JEDCHARITY"", ""JEDCHARITY1"", ""JEDCHARITY2"", ""JED_CHARITY"", ""SP*JEDCHARI""]",235.57,141.34,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0238,Sadad Traffic Fines,ساداد مخالفات مرورية,government,True,"[""SADA*"", ""SADAD TRAFFIC FINES"", ""SADADTRAFFICFINES"", ""SADAD_TRAFFIC_FINES"", ""SP*SADADTRA"", ""STF""]",215.23,129.14,none,,"[""NJRAN"", ""YANBU""]"
M0239,Jizan Store,محل بقالة جازان,groceries,True,"[""JIZAN STORE"", ""JIZANSTORE"", ""JIZANSTORE1"", ""JIZAN_STORE"", ""JS"", ""SP*JIZANSTO""]",172.13,86.06,none,,"[""ABHA"", ""JIZAN""]"
M0240,flyadeal,طيران أديل,travel,True,"[""FLYA*"", ""FLYADEAL"", ""FLYADEAL1"", ""FLYADEAL2"", ""FLYADEAL3"", ""SP*FLYADEAL""]",1535.77,767.88,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0241,Jeeny,جيني,transport,True,"[""JEEN*"", ""JEENY"", ""JEENY1"", ""JEENY2"", ""JEENY3"", ""SP*JEENY""]",167.58,75.41,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0242,Njran Clinic,عيادة نجران,health,True,"[""NJRAN CLINIC"", ""NJRANCLINIC"", ""NJRANCLINIC1"", ""NJRANCLINIC2"", ""NJRAN_CLINIC"", ""SP*NJRANCLI""]",267.57,133.78,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0243,Hail Mart,تموينات حائل,groceries,True,"[""HAIL MART"", ""HAILMART"", ""HAILMART1"", ""HAILMART2"", ""HAIL_MART"", ""SP*HAILMART""]",310.02,155.01,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0244,NWC (water),المياه الوطنية,bills,True,"[""NWC"", ""NWC (WATER)"", ""NWCWATER"", ""NWC_(WATER)"", ""SADAD-NWC"", ""SP*NWCWATER""]",110,40,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0245,Jizan Outlet,آوتلت جازان,shopping,True,"[""JIZAN OUTLET"", ""JIZANOUTLET"", ""JIZANOUTLET1"", ""JIZAN_OUTLET"", ""JO"", ""SP*JIZANOUT""]",693.46,416.08,none,,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0246,Qassim Supermarket,سوبر ماركت القصيم,groceries,True,"[""QASSIM SUPERMARKET"", ""QASSIMSUPERMARKET"", ""QASSIMSUPERMARKET1"", ""QASSIM_SUPERMARKET"", ""QS"", ""SP*QASSIMSU""]",132.68,66.34,none,,"[""DMM"", ""HAIL"", ""MAD""]"
M0247,Marafiq,مرافق,bills,True,"[""MARA*"", ""MARAFIQ"", ""MARAFIQ1"", ""MARAFIQ2"", ""MARAFIQ3"", ""SP*MARAFIQ""]",213.27,74.64,monthly,,"[""HAIL"", ""TABUK"", ""TIF""]"
M0248,Njran Store,محل بقالة نجران,groceries,True,"[""NJRAN STORE"", ""NJRANSTORE"", ""NJRANSTORE1"", ""NJRAN_STORE"", ""NS"", ""SP*NJRANSTO""]",81.39,40.7,none,,"[""ABHA"", ""JED"", ""NJRAN""]"
M0249,Yanbu Boutique,بوتيك ينبع,shopping,True,"[""SP*YANBUBOU"", ""YANBU BOUTIQUE"", ""YANBUBOUTIQUE"", ""YANBUBOUTIQUE1"", ""YANBUBOUTIQUE2"", ""YANBU_BOUTIQUE""]",323.93,194.36,none,,"[""JED""]"
M0250,Jizan Shop,محل جازان,shopping,True,"[""JIZAN SHOP"", ""JIZANSHOP"", ""JIZANSHOP1"", ""JIZANSHOP2"", ""JIZAN_SHOP"", ""SP*JIZANSHO""]",692.42,415.45,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0251,Qassim Store,محل بقالة القصيم,groceries,True,"[""QASSIM STORE"", ""QASSIMSTORE"", ""QASSIMSTORE1"", ""QASSIMSTORE2"", ""QASSIM_STORE"", ""SP*QASSIMST""]",146.94,73.47,none,,"[""HAIL"", ""KHOBAR""]"
M0252,Caribou Coffee,كاريبو كوفي,food,True,"[""CARI*"", ""CARIBOU COFFEE"", ""CARIBOUCOFFEE"", ""CARIBOUCOFFEE1"", ""CARIBOU_COFFEE"", ""SP*CARIBOUC""]",26.83,10.73,none,,"[""HAIL"", ""NJRAN"", ""QASSIM""]"
M0253,Njran Shop,محل نجران,shopping,True,"[""NJRAN SHOP"", ""NJRANSHOP"", ""NJRANSHOP1"", ""NJRANSHOP2"", ""NJRAN_SHOP"", ""SP*NJRANSHO""]",609.09,365.45,none,,"[""JED"", ""KHOBAR"", ""MAK""]"
M0254,Hail Game Zone,صالة ألعاب حائل,entertainment,True,"[""HAIL GAME ZONE"", ""HAILGAMEZONE"", ""HAILGAMEZONE1"", ""HAIL_GAME_ZONE"", ""HGZ"", ""SP*HAILGAME""]",81.2,24.36,none,,"[""ABHA"", ""DMM"", ""RYD""]"
M0255,Jed Boutique,بوتيك جدة,shopping,True,"[""JED BOUTIQUE"", ""JEDBOUTIQUE"", ""JEDBOUTIQUE1"", ""JEDBOUTIQUE2"", ""JED_BOUTIQUE"", ""SP*JEDBOUTI""]",257.29,154.37,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0256,Njran Travel Agency,وكالة سفريات نجران,travel,True,"[""NJRAN TRAVEL AGENCY"", ""NJRANTRAVELAGENCY"", ""NJRANTRAVELAGENCY1"", ""NJRAN_TRAVEL_AGENCY"", ""NTA"", ""SP*NJRANTRA""]",553.23,276.62,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK""]"
M0257,Abha Supermarket,سوبر ماركت أبها,groceries,True,"[""ABHA SUPERMARKET"", ""ABHASUPERMARKET"", ""ABHASUPERMARKET1"", ""ABHA_SUPERMARKET"", ""AS"", ""SP*ABHASUPE""]",270.78,135.39,none,,"[""HAIL"", ""MAD"", ""TIF""]"
M0258,Abha Club,نادي أبها,entertainment,True,"[""ABHA CLUB"", ""ABHACLUB"", ""ABHACLUB1"", ""ABHACLUB2"", ""ABHA_CLUB"", ""SP*ABHACLUB""]",59.07,17.72,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0259,Netflix,نتفلكس,entertainment,True,"[""NETF*"", ""NETFLIX"", ""NETFLIX"", ""NETFLIX.COM"", ""NETFLIX1"", ""SP*NETFLIX""]",45,8,monthly,,"[""DMM"", ""MAD"", ""QASSIM""]"
M0260,Qassim Travel Agency,وكالة سفريات القصيم,travel,True,"[""QASSIM TRAVEL AGENCY"", ""QASSIMTRAVELAGENCY"", ""QASSIMTRAVELAGENCY1"", ""QASSIM_TRAVEL_AGENCY"", ""QTA"", ""SP*QASSIMTR""]",1440.52,720.26,none,,"[""DMM"", ""JED"", ""MAK""]"
M0261,Little Caesars,ليتل سيزر,food,True,"[""LC"", ""LITT*"", ""LITTLE CAESARS"", ""LITTLECAESARS"", ""LITTLE_CAESARS"", ""SP*LITTLECA""]",31.03,12.41,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0262,Yanbu Cafe,مقهى ينبع,food,True,"[""SP*YANBUCAF"", ""YANBU CAFE"", ""YANBUCAFE"", ""YANBUCAFE1"", ""YANBU_CAFE"", ""YC""]",59.17,23.67,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0263,Uber,أوبر,transport,True,"[""SP*UBER"", ""UBER"", ""UBER"", ""UBER*TRIP"", ""UBER1"", ""UBER2""]",111.21,50.04,none,,"[""DMM"", ""MAD""]"
M0264,Khobar Academy,أكاديمية الخبر,education,True,"[""KA"", ""KHOBAR ACADEMY"", ""KHOBARACADEMY"", ""KHOBARACADEMY1"", ""KHOBAR_ACADEMY"", ""SP*KHOBARAC""]",2416.42,1208.21,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0265,Tif Bistro,بيسترو الطائف,food,True,"[""SP*TIFBISTR"", ""TB"", ""TIF BISTRO"", ""TIFB*"", ""TIFBISTRO"", ""TIF_BISTRO""]",77.75,31.1,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0266,Abha Gas Station,محطة بنزين أبها,transport,True,"[""ABHA GAS STATION"", ""ABHAGASSTATION"", ""ABHAGASSTATION1"", ""ABHA_GAS_STATION"", ""AGS"", ""SP*ABHAGASS""]",122.22,55.0,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0267,Njran Bakery,مخبز نجران,food,True,"[""NB"", ""NJRAN BAKERY"", ""NJRANBAKERY"", ""NJRANBAKERY1"", ""NJRAN_BAKERY"", ""SP*NJRANBAK""]",75.54,30.22,none,,"[""HAIL"", ""NJRAN"", ""TABUK""]"
M0268,Hail Tours,رحلات حائل,travel,True,"[""HAIL TOURS"", ""HAILTOURS"", ""HAILTOURS1"", ""HAIL_TOURS"", ""HT"", ""SP*HAILTOUR""]",1249.38,624.69,none,,"[""JED"", ""KHOBAR"", ""MAK""]"
M0269,Abha Travel Agency,وكالة سفريات أبها,travel,True,"[""ABHA TRAVEL AGENCY"", ""ABHATRAVELAGENCY"", ""ABHATRAVELAGENCY1"", ""ABHA_TRAVEL_AGENCY"", ""ATA"", ""SP*ABHATRAV""]",2244.9,1122.45,none,,"[""KHOBAR""]"
M0270,Muqeem,مقيم,government,True,"[""MUQE*"", ""MUQEEM"", ""MUQEEM1"", ""MUQEEM2"", ""MUQEEM3"", ""SP*MUQEEM""]",133.8,80.28,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0271,Jizan Taxi Service,تاكسي جازان,transport,True,"[""JIZAN TAXI SERVICE"", ""JIZANTAXISERVICE"", ""JIZANTAXISERVICE1"", ""JIZAN_TAXI_SERVICE"", ""JTS"", ""SP*JIZANTAX""]",138.86,62.49,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0272,Jahez,جاهز,food,True,"[""JAHE*"", ""JAHEZ"", ""JAHEZ"", ""JAHEZ1"", ""JAHEZ2"", ""SP*JAHEZ""]",75.53,30.21,none,,"[""JED"", ""TIF"", ""YANBU""]"
M0273,Jed Charity,جمعية خيرية جدة,charity,True,"[""JED CHARITY"", ""JEDCHARITY"", ""JEDCHARITY1"", ""JEDCHARITY2"", ""JED_CHARITY"", ""SP*JEDCHARI""]",205.13,123.08,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0274,Texas Chicken,تكساس تشكن,food,True,"[""SP*TEXASCHI"", ""TC"", ""TEXA*"", ""TEXAS CHICKEN"", ""TEXASCHICKEN"", ""TEXAS_CHICKEN""]",38.73,15.49,none,,"[""MAD"", ""MAK""]"
M0275,Yanbu Bakery,مخبز ينبع,food,True,"[""SP*YANBUBAK"", ""YANB*"", ""YANBU BAKERY"", ""YANBUBAKERY"", ""YANBU_BAKERY"", ""YB""]",72.23,28.89,none,MRSOOL,"[""TABUK""]"
M0276,Njran Outlet,آوتلت نجران,shopping,True,"[""NJRAN OUTLET"", ""NJRANOUTLET"", ""NJRANOUTLET1"", ""NJRAN_OUTLET"", ""NO"", ""SP*NJRANOUT""]",695.19,417.11,none,,"[""JIZAN""]"
M0277,Tif Grocery,بقالة الطائف,groceries,True,"[""SP*TIFGROCE"", ""TIF GROCERY"", ""TIFGROCERY"", ""TIFGROCERY1"", ""TIFGROCERY2"", ""TIF_GROCERY""]",116.45,58.23,none,,"[""KHOBAR"", ""MAD"", ""MAK""]"
M0278,Tif Charity,جمعية خيرية الطائف,charity,True,"[""SP*TIFCHARI"", ""TIF CHARITY"", ""TIFCHARITY"", ""TIFCHARITY1"", ""TIFCHARITY2"", ""TIF_CHARITY""]",229.61,137.77,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0279,Abha Cinema,سينما أبها,entertainment,True,"[""ABHA CINEMA"", ""ABHACINEMA"", ""ABHACINEMA1"", ""ABHA_CINEMA"", ""AC"", ""SP*ABHACINE""]",72.14,21.64,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0280,Tabuk Kitchen,مطبخ تبوك,food,True,"[""SP*TABUKKIT"", ""TABUK KITCHEN"", ""TABUKKITCHEN"", ""TABUKKITCHEN1"", ""TABUK_KITCHEN"", ""TK""]",62.66,25.06,none,,"[""DMM"", ""JED"", ""TIF""]"
M0281,Hail Game Zone,صالة ألعاب حائل,entertainment,True,"[""HAIL GAME ZONE"", ""HAILGAMEZONE"", ""HAILGAMEZONE1"", ""HAIL_GAME_ZONE"", ""HGZ"", ""SP*HAILGAME""]",55.75,16.72,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0282,Boulevard Riyadh City,بوليفارد رياض سيتي,entertainment,True,"[""BOUL*"", ""BOULEVARD RIYADH CITY"", ""BOULEVARDRIYADHCITY"", ""BOULEVARD_RIYADH_CITY"", ""BRC"", ""SP*BOULEVAR""]",56.86,17.06,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0283,Mad Club,نادي المدينة,entertainment,True,"[""MAD CLUB"", ""MADCLUB"", ""MADCLUB1"", ""MADCLUB2"", ""MAD_CLUB"", ""SP*MADCLUB""]",29.15,8.74,none,,"[""KHOBAR"", ""MAD"", ""NJRAN""]"
M0284,Mad Shop,محل المدينة,shopping,True,"[""MAD SHOP"", ""MADSHOP"", ""MADSHOP1"", ""MADSHOP2"", ""MAD_SHOP"", ""SP*MADSHOP""]",276.16,165.7,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0285,Nahdi,النهدي,health,True,"[""AL NAHDI PHARMACY"", ""NAHD*"", ""NAHDI"", ""NAHDI"", ""NAHDI1"", ""SP*NAHDI""]",430.47,215.24,none,,"[""TABUK""]"
M0286,Shein,شي إن,shopping,True,"[""SHEI*"", ""SHEIN"", ""SHEIN1"", ""SHEIN2"", ""SHEIN3"", ""SP*SHEIN""]",341.52,204.91,none,,"[""MAD""]"
M0287,Panda,بنده,groceries,True,"[""PAND*"", ""PANDA"", ""PANDA"", ""PANDA HYPER"", ""SP*PANDA"", ""بنده""]",115.76,57.88,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
